DOI,SBET/Specific surface area/m2g-1,Average pore size/nm,Total pore volume/cm3g-1,ID,IG,ID/IG,2¦È/¡ã,d002/nm,La/nm,Lc/nm,La/Lc,first discharge/mAh g-1,first charge/mAh g-1,ICE/%,Retention rate of 100 capacity cycles/%, capacity/mAh/g,Rsei/¦¸,Re/,Rf/,Rs/¦¸,Rct /¦¸,i0/mAcm-2,DLi+/cm2s-1
,26.97318651,13.07461574,0.063649305,661.0483278,1374.905822,0.927637604,43.27545169,1.333029886,79.08281596,26.34493251,2.616472161,861.0713351,1237.681243,76.54277838,80.85223028,471.5861405,6.46,25.57428571,44.58333333,5.24,11.02,0.818469909,8.16E-10
,25.93295583,13.07461574,0.063649305,661.0483278,1374.905822,0.936354793,43.27545169,1.333029886,79.08281596,26.34493251,2.616472161,861.0713351,1237.681243,76.54277838,80.85223028,471.5861405,22.13,25.57428571,44.58333333,4.37,19.65,0.818469909,4.69E-10
https://doi.org/10.1016/j.jpowsour.2022.232252,60.9,18.35168853,0.674099794,661.0483278,1374.905822,0.942276387,25.02187191,0.929924543,81.6293618,19.85814645,3.473417312,1076.044464,1103.051381,59.12004896,69.09199028,1378.289694,9.453784867,25.57428571,44.58333333,12.36398636,29.75650929,0.818469909,1.04E-06
,14.4,13.8484133,0.241841367,661.0483278,1374.905822,0.947585782,23.21990033,1.373409396,52.91933317,26.34493251,2.027399779,680.9673993,927.9577734,70.59190698,66.66071959,776.3982746,9.453784867,25.57428571,44.58333333,7.837935621,-22.85206223,0.818469909,1.04E-06
,11.8,12.6971079,0.461336607,661.0483278,1374.905822,0.950052251,23.21990033,0.851524869,44.21010828,19.85814645,2.027399779,552.8214042,488.4494409,64.90129434,66.208653,773.927767,9.453784867,25.57428571,44.58333333,8.500885154,-51.99178066,0.818469909,1.04E-06
,1.9,13.38757524,0.264202129,661.0483278,1374.905822,0.955552977,23.21990033,0.266285392,44.21010828,19.85814645,2.027399779,648.5774001,979.1785414,87.65354468,44.63915719,343.8085298,7.93031252,25.57428571,44.58333333,4.732338112,-0.351394502,0.818469909,1.04E-06
,3.6,13.38757524,0.264202129,661.0483278,1374.905822,0.961495842,23.21990033,0.266285392,44.21010828,19.85814645,2.027399779,648.5774001,979.1785414,90.2827563,44.63915719,343.8085298,7.93031252,25.57428571,44.58333333,12.01694099,-6.273808137,0.818469909,1.04E-06
https://doi.org/10.1016/j.matdes.2021.109720,15.58393492,12.35210386,0.002073932,661.0483278,1374.905822,0.967975337,14.07813949,2.405363929,41.66356243,26.7780057,0.425892782,612.3546171,603.35801,80.8,73.18902438,121.5084874,10.78197883,25.57428571,44.58333333,3.45,7.26,0.818469909,9.82E-11
,14.03227637,12.35210386,0.002073932,661.0483278,1374.905822,0.975048329,14.07813949,2.427814545,41.66356243,26.7780057,0.425892782,612.3546171,601.8806492,79.6,73.18902438,121.5084874,7.248546297,25.57428571,44.58333333,2.92,6.95,0.818469909,1.04E-06
,13.59416679,12.35210386,0.002073932,661.0483278,1374.905822,0.9824884,14.07813949,2.427814545,41.66356243,26.7780057,0.425892782,612.3546171,601.8806492,79.6,73.18902438,121.5084874,7.248546297,25.57428571,44.58333333,3.18,6.69,0.818469909,1.04E-06
,14.8680196,12.35210386,0.103018442,661.0483278,1374.905822,0.980022961,14.07813949,3.354094499,41.66356243,26.7780057,0.425892782,429.6046064,446.0365908,79,63.28013188,765.2984504,13.04489191,25.57428571,44.58333333,3.26,6.94,0.818469909,1.06E-10
,13.17197742,11.20079846,0.180725618,661.0483278,1374.905822,0.976134391,14.07813949,3.470061739,41.66356243,26.7780057,0.425892782,450.6505783,389.1130735,76.3,47.79187695,765.2984504,13.04489191,25.57428571,44.58333333,3.05,5.92,0.818469909,1.58E-10
https://doi.org/10.1016/j.mtener.2022.101225,5.74,13.38757524,0.264202129,661.0483278,1374.905822,0.974275146,23.21990033,0.266285392,44.21010828,19.85814645,2.027399779,648.5774001,979.1785414,74.4163126,61.98163228,343.8085298,3.657439252,25.57428571,44.58333333,7.886175341,-3.462089342,0.818469909,1.04E-06
,12.75,5.994965485,-0.093113267,661.0483278,1374.905822,0.974056745,43.27545169,0.700302896,35.92485559,24.79450045,0.530710954,572.8298658,572.6274055,79.85689635,87.73548449,300.6296158,4.1,25.57428571,44.58333333,2.8,13.8,0.818469909,1.04E-06
,39.07,12.30695333,0.221888554,661.0483278,1374.905822,0.974668645,43.27545169,0.920833442,70.37359106,19.85814645,2.616472161,765.3153392,996.7924372,80.83490176,75.51921449,596.2315905,5.5,25.57428571,44.58333333,8.8,6.9,0.818469909,1.04E-06
https://doi.org/10.1016/j.jallcom.2021.163202,2.56,4.604273242,0.01,520.3,6158.7,0.08,45.6264232,0.361686232,66.03272756,30.68208273,1.766505692,635.5906259,963.71907,81.97451986,98.15281851,50.79,33.23514872,25.57428571,1.72,2.45,10.8,0.818469909,1.04E-06
,10.77,14.9448859,0.0328,2822.7,6553.9,0.43,23.21990033,0.90185289,74.31798024,25.74572873,2.291720592,1006.480304,1026.39112,63.91930256,65.17974568,20.93,3.657439252,25.57428571,44.58333333,3.710182621,-43.36507942,0.818469909,1.04E-06
,13.69,11.9334046,0.0433,1079.2,7528.6,0.14,45.6264232,0.804531955,63.0622095,25.74572873,1.434775441,530.3688541,412.0826725,65.19085768,77.77529354,20.69,21.56003107,25.57428571,1.19,2.61,6.27,0.818469909,1.04E-06
,9.5,14.9448859,0.03,2415,7973.6,0.3,25.57087184,0.555634779,74.31798024,25.74572873,2.291720592,1006.480304,1026.39112,63.13344923,65.17974568,20.79,17.96892403,25.57428571,44.58333333,2.029316916,-65.54869219,0.818469909,1.04E-06
https://doi.org/10.1016/j.jallcom.2021.160923,16.59803945,9.340388567,-0.048728402,661.0483278,1374.905822,0.2375,64.21614399,1.715825193,79.85587912,32.23251479,1.8869393,692.1342788,1072.744841,79.44812903,72.13445969,178.5033731,43.83249638,25.57428571,44.58333333,1.08,300,0.818469909,6.00E-17
,19.96813123,9.59410473,-0.038783646,661.0483278,1374.905822,0.276875,64.21614399,1.605024167,79.85587912,32.23251479,1.766505692,670.4240512,1056.932598,79.7484914,77.27523114,54.27766912,43.83249638,25.57428571,44.58333333,1.15,213.5,0.818469909,1.08E-16
,21.48313224,11.55138559,-0.010674356,661.0483278,1374.905822,0.23859375,80.34585386,1.212226731,71.77143439,32.23251479,2.880792974,909.9819856,1237.681243,50.89082083,70.30931407,853.0100838,49.628842,25.57428571,44.58333333,0.92,57.67,0.818469909,3.13E-16
https://doi.org/10.1016/j.cplett.2023.140917,16.9,7.44487791,0.898225251,75.1628,476.01,0.1579,23.29337119,3.3586,85.9977232,37.16886879,3.269252921,707.5243201,1074.196462,86.13,83.59,429.3718529,41.27021213,25.57428571,44.58333333,0.945342623,237.0378776,0.818469909,1.04E-06
,12.9,12.04015781,0.095896266,95.7897,420.399,0.2279,21.49139961,3.3615,83.02720514,32.23251479,3.567131522,701.5273871,1261.245382,85.06,0.725,967.5922146,28.03814291,25.57428571,44.58333333,5.554649833,260.0759757,0.818469909,1.04E-06
,16.7,13.43376821,-0.276281534,57.6731,179.101,0.322,21.49139961,3.3649,83.02720514,32.23251479,3.567131522,946.6578953,1319.313846,87.01,0.9513,645.6960885,28.03814291,25.57428571,44.58333333,1.889480214,208.9441674,0.818469909,1.04E-06
,35.5,16.04482022,-0.321038633,58.6451,211.828,0.2769,21.49139961,3.3606,120.4464587,32.23251479,5.013149055,1128.498702,1362.015045,86.21,0.8929,1082.892093,28.03814291,25.57428571,44.58333333,9.485548649,258.4213361,0.818469909,1.04E-06
,30.1,16.04482022,-0.369057362,50.6872,362.215,0.1399,21.49139961,3.3563,120.4464587,32.23251479,5.013149055,1128.498702,1376.569689,85.42,0.7753,1082.892093,28.03814291,25.57428571,44.58333333,9.485548649,211.6292646,0.818469909,1.04E-06
,25.2,16.04482022,-0.348609048,59.0802,445.982,0.1325,9.167833062,3.3566,151.1833995,32.23251479,5.013149055,1106.828576,1317.038121,83.73,0.8924,1082.892093,27.29870218,25.57428571,44.58333333,7.144974568,204.3579442,0.818469909,1.04E-06
https://doi.org/10.1016/j.est.2024.113196,102.7864646,7.226605754,0.29,661.0483278,1374.905822,0.227697596,64.21614399,0.450217843,103.4519811,30.68208273,3.212523225,765.3153392,1070.700468,78.04949723,97.49716655,341.3064063,51.75,25.57428571,44.58333333,5.137,83.5,0.818469909,1.04E-06
,73.17213038,7.380370946,0.27,661.0483278,1374.905822,0.23905895,64.21614399,1.081554694,112.161206,37.16886879,3.212523225,769.2110714,1076.308287,84.66953216,90.90655665,628.8,170.9,25.57428571,44.58333333,3.104,156,0.818469909,1.04E-06
,97.68381859,11.05174365,1.82,661.0483278,1374.905822,0.57,-4.175440287,1.366158297,151.1833995,33.12388711,3.943278946,746.5671422,993.5554613,77.56682101,67.9440302,1061.410378,9.453784867,16.46587046,85.95567991,3.86E-07,-13.7398412,0.818469909,1.04E-06
,106.4710979,16.57432417,0.33,661.0483278,1374.905822,0.71,-5.977411867,1.81319693,136.8319034,26.7780057,3.700329391,999.8438023,1072.202993,77.38594635,72.74476256,694.7576546,9.453784867,9.450187289,77.21149656,1.07E-06,-89.93086386,0.818469909,1.04E-06
,45.25182252,9.445552613,0.22,661.0483278,1374.905822,0.7,14.64450074,0.964369382,86.12996699,20.29121964,3.175114491,716.2239871,1069.601675,77.21621738,83.61788729,488.8182592,47.04467559,2.7,32.39,9.79E-07,10.3,0.818469909,1.04E-06
,80.59586445,8.7,0.239,661.0483278,1374.905822,0.720760043,32.66786029,1.791933136,79.08281596,30.15123385,2.44060892,714.6805358,1121.676921,77.04988805,93.74737823,584.6548538,47.04467559,4.8,151.5,1.64E-08,195.2,0.818469909,2.38E-13
,55.2968764,6.497880734,0.24,661.0483278,1374.905822,0.224371177,64.21614399,0.654842109,103.4519811,30.68208273,3.212523225,764.355578,1070.700468,78.04949723,97.49716655,503.2033454,109.74,25.57428571,44.58333333,4.851,102.11,0.818469909,1.04E-06
https://doi.org/10.1016/j.seppur.2024.130798,27.48631124,0.089397875,0.411354423,661.0483278,1374.905822,0.230861267,64.21614399,3.3627,120.2456507,37.16886879,4.069468376,697.1248367,1103.165146,86.2558403,70.50988145,1312.979655,42.92196315,25.57428571,44.58333333,14.58,753.4,0.818469909,7.28E-11
,25.16408674,4.952823571,-0.389716554,661.0483278,1374.905822,0.225542903,64.21614399,3.364,120.2456507,37.16886879,4.069468376,841.7914831,1249.787867,53.0126526,45.36064448,1082.892093,73.77071875,25.57428571,44.58333333,4.82,564.5,0.818469909,1.30E-11
,21.7,9.487100127,0.0661212,661.0483278,1374.905822,0.224623126,25.57087184,3.366,120.4464587,32.23251479,4.069468376,739.183284,1226.942303,76.1586356,42.90391259,664.7077793,23.76526964,25.57428571,44.58333333,1.023782966,249.2793589,0.818469909,1.04E-06
,12.1,9.343195811,0.0661212,661.0483278,1374.905822,0.220603751,25.57087184,3.368,83.02720514,32.23251479,2.623450843,739.183284,1282.683083,78.60541296,38.21401721,630.1577631,23.76526964,25.57428571,44.58333333,2.536906691,211.7161731,0.818469909,1.04E-06
,10.4,9.343195811,0.0661212,661.0483278,1374.905822,0.219219905,25.57087184,3.368,83.02720514,32.23251479,2.623450843,739.183284,1282.683083,78.79629642,38.21401721,630.1577631,23.76526964,25.57428571,44.58333333,2.536906691,206.6549481,0.818469909,1.04E-06
https://doi.org/10.1016/j.electacta.2019.05.064,15.87621237,13.43146767,0.165822841,661.0483278,1374.905822,0.37,23.21990033,0.952374947,74.31798024,25.74572873,2.291720592,894.2036568,876.5951874,57.29997568,75.3512029,488.3418412,23.76526964,3.141489527,-89.93086386,1.45E-08,16.2,0.818469909,1.04E-06
,24.43576004,12.98821901,0.604184213,661.0483278,1374.905822,2.79,24.3,1.404738348,3.72,0.82,1.137404744,750.1081335,822.1312499,51,73.91714036,378,24.30095505,2.83,17.82,6.37E-08,8.61,0.818469909,1.04E-06
,21.07986912,7.059874163,1.429207054,661.0483278,1374.905822,1.95,24.1,1.20977763,4.61,0.85,1.469134995,733.4688807,985.2610544,55,91.4757523,472,14.54964275,2.07,12.35,3.92E-07,22.491257,0.818469909,1.04E-06
,22.63480077,8.556737389,0.533674817,661.0483278,1374.905822,1.65,25.4,1.042294667,3.05,1.37,1.469134995,734.1047593,919.9220294,52,89.65096948,169,7.248546297,3.47,11.47,3.86E-07,2.009327674,0.818469909,1.04E-06
,21.91721413,12.97340718,-0.102282312,661.0483278,1374.905822,0.223936821,41.70058171,1.274616762,109.6577248,32.23251479,1.451720772,987,997.9346405,72.82919779,76.87868003,223.571402,3.93,25.57428571,44.58333333,2.746897619,3.28,0.818469909,1.04E-06
https://doi.org/10.1016/j.fuel.2024.132488,2.2,27.66,0.02,661.0483278,1374.905822,0.223631961,26.47,0.3365,74.31798024,25.74572873,2.291720592,1197.156091,1077.998092,77.40839662,65.17974568,223.858104,17.96892403,25.57428571,44.58333333,2.060715164,-16.02732406,0.818469909,1.04E-06
,2.9,37.47,0.26,661.0483278,1374.905822,0.216065189,26.51,0.336,74.31798024,25.74572873,2.291720592,1052.489445,918.5772909,76.59715464,78.45694985,254.4276337,17.96892403,25.57428571,44.58333333,3.239156531,-20.47727613,0.818469909,1.04E-06
,19.28,4.44,0.02,661.0483278,1374.905822,0.211385588,26.49,0.3362,77.2884983,30.68208273,2.623450843,930.2924496,1277.960144,64.74044236,92.16115117,360.0139984,31.90695476,25.57428571,44.58333333,5.450354697,30.14583988,0.818469909,1.04E-06
,2.67,12.94,0.01,661.0483278,1374.905822,0.21688448,26.5,0.3361,74.31798024,25.74572873,2.291720592,1015.315284,1086.333279,72.36853144,62.07399873,223.858104,17.96892403,25.57428571,44.58333333,1.777337782,6.70664922,0.818469909,1.04E-06
https://doi.org/10.1016/j.mtsust.2023.100620,17.408,10.60862887,0.092364966,661.0483278,1374.905822,0.223375593,64.21614399,1.593395272,79.85587912,32.23251479,1.766505692,525.7574048,422.1345558,64.80136335,79.44124397,376.4159721,49.628842,25.57428571,44.58333333,0.844,267.4,0.818469909,1.04E-06
,16.096,2.328107391,0.734982845,661.0483278,1374.905822,0.223043132,66.01811557,1.377353053,74.74195246,37.16886879,1.766505692,518.3747305,393.1051047,70.05312051,95.21962306,675.381892,41.76894169,25.57428571,44.58333333,2.694,100.6,0.818469909,1.04E-06
,17.168,10.01425296,0.008948707,661.0483278,1374.905822,0.221811146,80.34585386,1.29018251,71.77143439,32.23251479,1.766505692,671.9675025,1056.932598,68.26034575,68.35399885,559.4596591,49.628842,25.57428571,44.58333333,1.119,60.47,0.818469909,1.04E-06
,25.039,7.395366546,-0.018256889,661.0483278,1374.905822,0.22161422,64.21614399,1.871717687,112.161206,37.16886879,3.212523225,908.4385344,1328.741005,99.27913888,77.65262698,634.7780484,67.13378448,25.57428571,44.58333333,1.776,107.4,0.818469909,1.04E-06
,27.394,14.66136389,-0.264869295,661.0483278,1374.905822,0.220902909,64.21614399,1.725907832,109.1906879,32.23251479,2.880792974,1004.19453,1305.895441,73.16276083,75.04810534,598.7656129,49.628842,25.57428571,44.58333333,1.237,144.3,0.818469909,1.04E-06
https://doi.org/10.1016/j.jhazmat.2022.130607,11.19,10.7941798,2.524826957,2.77,23.3,0.119,12.06,0.685353699,141.46,34.509,4.099220493,331.4956239,363.9,82,71.79757813,462.4578833,27.29870218,25.57428571,44.58333333,7.11472108,49.27948359,0.818469909,1.04E-06
,26.44,12.00742428,2.388402285,1.52,22.93,0.066,12.11,0.945286216,253.7,37.032,6.850831713,351.7543178,266.2,67.9,84.95871194,703.1200177,46.50899019,25.57428571,44.58333333,11.09612037,41.55,0.818469909,1.04E-06
,11.73,6.136934192,2.205902946,3.39,23.2,0.146,12.12,0.749139162,115.09,36.79,3.128295733,367.5054901,335.4,65.5,98.59138783,547.430596,44.46289513,25.57428571,44.58333333,1.597794022,26.63,0.818469909,1.04E-06
,19.77,6.599304971,2.192322059,6.69,26.09,0.256,12.12,0.965176334,65.58,23.156,2.832095353,379.9058741,337.5,79.8,95.98886542,728.3543691,36.99733886,25.57428571,44.58333333,9.716536939,20.9,0.818469909,1.04E-06
,12.24,8.516271447,1.676983657,25.56,30.46,0.839,12.1,0.439048894,20.04,32.248,0.621433887,273.5730937,366.2,80.1,79.53754845,105.6621191,7.190871786,25.57428571,44.58333333,1.885327253,18.44,0.818469909,1.04E-06
,7.240967298,10.70325849,2.34621874,1.62,23.74,0.068,12.09,0.194083169,246.44,22.208,11.09690202,767.4365447,1134.693609,76.11356063,74.33615883,329.8410325,17.96892403,25.57428571,44.58333333,6.386582076,15.20254686,0.818469909,1.04E-06
,14.99223229,12.6277341,1.472921749,11.03,24.07,0.458,12.1,0.69978543,36.7,30.743,1.193767687,487.0889742,308.0745702,70.68352642,70.85996499,649.8695378,9.453784867,25.57428571,44.58333333,2.238901137,4.520265037,0.818469909,1.04E-06
https://doi.org/10.1016/j.surfcoat.2022.128270,3.654608089,0.3366,1.772674616,661.0483278,1374.905822,0.15,26.46,0.675047819,10.49380439,10.45733984,-0.391090881,295,310,95.16,90.51342635,462.8594592,23.29809441,25.57428571,124.8,3.44,18.4,0.818469909,6.01E-12
,3.654608089,0.3372,1.806232317,661.0483278,1374.905822,0.18,264,0.772606676,10.49380439,10.45733984,-0.391090881,285,304,93.75,91.70972437,638.0097335,46.04181495,25.57428571,126.6,3.98,49.7,0.818469909,8.84E-12
,7.449813809,0.3374,1.482237385,661.0483278,1374.905822,0.19,26.39,0.622781111,10.49380439,10.45733984,-0.634040435,319,330,96.67,90.51342635,536.3042364,35.85403478,25.57428571,118.9,3.58,25.4,0.818469909,1.73E-11
,10.84502755,0.3376,1.477874974,661.0483278,1374.905822,0.26,26.38,1.42634081,19.20302928,32.91528629,-0.634040435,347,350,99.14,88.22840966,602.9940959,12.04203127,25.57428571,99.1,3.5,12.5,0.818469909,2.89E-11
,8.394033392,0.3376,1.477874974,661.0483278,1374.905822,0.32,26.38,0.605821178,10.49380439,10.45733984,-0.634040435,325,330,98.48,90.51342635,452.2923623,23.29809441,25.57428571,125.6,3.54,21.1,0.818469909,2.43E-11
,0.6,13.29334846,0.387869172,661.0483278,1374.905822,0.49,-5.977411867,-0.293760667,105.054921,26.17880191,2.254311858,875.1026274,860.2554386,62.88,76.56756906,180.7122088,3.657439252,5.827140197,68.28874347,1.70E-08,-2.552856632,0.818469909,1.04E-06
,3.474,11.48163644,0.725389309,661.0483278,1374.905822,0.18,-1.824468779,-0.048646108,105.054921,26.17880191,2.518632671,788.1816119,1099.749729,67.15,71.97392602,498.682577,23.76526964,4.007495332,19.26173617,4.17E-08,11.78511486,0.818469909,1.04E-06
https://doi.org/10.1016/j.micromeso.2021.111672,4.167,11.01165086,0.198314449,661.0483278,1374.905822,0.27,-3.626440358,0.351,105.054921,26.17880191,2.518632671,788.1816119,1055.534718,70.59,71.97392602,392.8097444,23.76526964,4.76954684,38.24792234,2.03E-08,-16.76753329,0.818469909,1.04E-06
,3.98,11.48163644,0.706926161,661.0483278,1374.905822,0.23,-1.824468779,-0.004676863,105.054921,26.17880191,2.518632671,788.1816119,1099.749729,66.96,71.97392602,498.682577,23.76526964,4.007495332,36.14449951,1.81E-08,23,0.818469909,1.04E-06
,3.919,11.47299052,0.35184182,661.0483278,1374.905822,0.09,9.167833062,0.353763897,105.054921,25.74572873,2.518632671,720.2744852,1074.237737,83.29,62.00391805,431.2573324,27.29870218,3.48114926,74.17555221,1.04E-08,19.5,0.818469909,1.04E-06
,4.598827672,0.3379,1.768312205,661.0483278,1374.905822,0.33,26.36,0.605821178,10.49380439,10.45733984,-0.391090881,300,306,98.04,90.51342635,489.9935609,35.85403478,25.57428571,123.1,3.57,25.3,0.818469909,2.67E-11
,16.99210241,11.61975565,0.458480802,661.0483278,1374.905822,0.238600959,25.57087184,1.194496181,83.02720514,32.23251479,2.291720592,798.447661,888.4046525,61.45866119,77.31535123,655.2493669,23.76526964,25.57428571,44.58333333,2.88526377,-60.58867418,0.818469909,1.04E-06
,21.31287791,0.8,0.825288892,661.0483278,1374.905822,0.23895268,47.42839478,1.424536431,77.91327847,37.16886879,3.212523225,783.646209,1131.920491,66.54199156,106.2728038,647.4351698,1.36,25.57428571,44.58333333,3.35,2.32,0.818469909,1.04E-06
https://doi.org/10.1016/j.electacta.2023.142821,23.44208035,0.8,0.74471912,661.0483278,1374.905822,0.238949252,66.01811557,2.274335153,120.2456507,37.16886879,3.212523225,750.9500302,1182.118284,78.64470048,104.9223512,674.2925479,16.13,25.57428571,44.58333333,1.9,215.4,0.818469909,1.04E-06
,21.51419285,0.8,0.74471912,661.0483278,1374.905822,0.239419512,66.01811557,2.274335153,82.82639718,37.16886879,3.332956833,750.9500302,1182.118284,78.72458216,104.9223512,379.0858791,19.89,25.57428571,44.58333333,2.47,296.6,0.818469909,1.04E-06
,21.75056507,2,0.74471912,661.0483278,1374.905822,0.239695585,66.01811557,2.274335153,120.2456507,37.16886879,3.332956833,750.9500302,1182.118284,78.00268908,104.9223512,379.0858791,24.16,25.57428571,44.58333333,1.98,319.1,0.818469909,1.04E-06
,22.28249267,3,0.74471912,661.0483278,1374.905822,0.240152123,66.01811557,2.274335153,120.2456507,37.16886879,3.332956833,750.9500302,1182.118284,78.64470048,100.0160759,379.0858791,28.06,25.57428571,44.58333333,1.53,335.49,0.818469909,1.04E-06
,4.269648163,9.759278915,0.983687567,661.0483278,1374.905822,0.240653058,23.29337119,-0.017854245,39.31713469,28.47773782,0.222904716,308.3,259.3,84.1,60.44042668,539.0761925,27.29870218,25.57428571,44.58333333,0.233627565,87.62245008,0.818469909,1.04E-06
,8.48781472,9.93587008,0.515624658,661.0483278,1374.905822,0.24129981,21.49139961,-0.017661512,15.55160213,3.845086712,0.957410287,409.6,351.3,85.76,51.83302606,588.8003429,28.03814291,25.57428571,44.58333333,1.726242332,62.74385446,0.818469909,1.04E-06
,8.047146472,7.989460459,0.742526349,661.0483278,1374.905822,0.242012065,23.29337119,0.434167461,21.74957513,25.38929069,0.222904716,355.6,312.4,87.85,72.5488804,479.3834368,41.27021213,25.57428571,44.58333333,1.168970582,-11.6812418,0.818469909,1.04E-06
https://doi.org/10.1016/j.electacta.2021.138092,0.98,1.067379062,1.043929048,661.0483278,1374.905822,0.242595138,61.93864334,0.303129607,7.430061087,5.319939932,0.222904716,437.7,368.4,84.17,92.1918862,350.7216542,79.61,25.57428571,44.58333333,4.37,1535,0.818469909,1.04E-06
,-0.768870003,8.102722156,0.164328476,661.0483278,1374.905822,0.17,21.49139961,0.33654,18.5221202,8.781440708,0.957410287,377.3,331,87.7,67.21296303,763.7991219,41.27021213,25.57428571,44.58333333,3.689348387,63.69608393,0.818469909,1.04E-06
,8.397380577,11.18249475,0.166253493,661.0483278,1374.905822,0.85,19.1404281,0.33557,-14.55626983,-2.042495566,0.361359223,410.3,350.5,85.43,46.07163009,442.2375573,13.72665814,25.57428571,44.58333333,1.096202582,53.98197417,0.818469909,1.04E-06
,8.397380577,10.31543625,0.166253493,661.0483278,1374.905822,0.86,19.1404281,0.33547,-14.55626983,-2.042495566,0.693089474,396.7,339.9,85.69,46.07163009,442.2375573,13.72665814,25.57428571,44.58333333,1.096202582,45.09870602,0.818469909,1.04E-06
,10.78597275,10.31543625,0.166253493,661.0483278,1374.905822,0.83,19.1404281,0.33545,-14.55626983,-2.042495566,0.693089474,390,328,84.11,54.13403113,434.474721,12.9872174,25.57428571,44.58333333,1.323951071,47.11511776,0.818469909,1.04E-06
,0.84,3.09022957,0.986135801,661.0483278,1374.905822,0.92,59.58767183,1.635490046,-6.047852891,9.380644492,-0.041416097,407.6,359.6,88.23,76.07587778,728.4132442,99.84,25.57428571,44.58333333,2.47,1139,0.818469909,1.04E-06
,23.59535235,6.814364326,0.083348926,661.0483278,1374.905822,0.85,61.86517248,1.607837036,90.13777875,31.28128651,2.948202412,763.771888,1169.42839,79.37591408,95.83841122,655.2173056,60.27674481,25.57428571,44.58333333,3.886,235.6,0.818469909,1.04E-06
https://doi.org/10.1016/j.jallcom.2024.176927,24.98697877,4.7235968,0.108890411,661.0483278,1374.905822,0.84,61.86517248,1.787409848,82.05333402,31.28128651,2.948202412,750.9500302,1225.054968,79.37591408,105.5227639,655.2173056,52.0665089,25.57428571,44.58333333,5.934,185.6,0.818469909,1.04E-06
,25.93295583,11.52998193,0.065002901,661.0483278,1374.905822,0.86,77.99488235,1.063714453,79.08281596,26.34493251,2.616472161,765.3153392,1237.681243,78.06193334,76.08013038,415.4166422,47.04467559,25.57428571,44.58333333,4.427,66.98,0.818469909,1.04E-06
,5.976461544,13.96347058,0.274942711,661.0483278,1374.905822,0.48,26.482,0.3363,18.25589124,3.845086712,1.701727932,288.4554917,296.9,84.3,61.8,424.8593714,13.72665814,25.57428571,44.58333333,0.330198351,73.8126013,0.818469909,1.04E-06
,9.893596725,12.22224228,0.060941407,661.0483278,1374.905822,0.59,26.458,0.3366,59.96648421,25.16481833,2.027399779,552.8214042,503.1365226,70.49060871,66.03968923,259.1578111,3.657439252,25.57428571,44.58333333,6.044535502,65.90943606,0.818469909,1.04E-06
,9.893596725,12.06623079,0.075848924,661.0483278,1374.905822,0.55,26.49,0.3362,74.31798024,25.16481833,2.027399779,549.7534062,474.1282294,69.2630432,68.38397263,171.95454,3.657439252,25.57428571,44.58333333,3.895506423,45.09902181,0.818469909,1.04E-06
,9.893596725,12.06623079,0.142342219,661.0483278,1374.905822,0.46,26.515,0.3359,74.31798024,25.74572873,2.027399779,549.7534062,397.8465854,69.65603855,75.33259238,97.36067203,3.657439252,25.57428571,44.58333333,3.795602371,22.0647613,0.818469909,1.04E-06
,2.139701944,7.02762471,1.192450475,661.0483278,1374.905822,0.42,26.539,0.3356,21.2264093,24.75260109,1.756873637,282.4182053,329.11,92.9,96.4,328.86,35.47386651,25.57428571,44.58333333,9.611415344,64.51677264,0.818469909,1.04E-06
,9.893596725,12.06623079,0.142342219,661.0483278,1374.905822,0.37,26.547,0.3355,74.31798024,25.74572873,2.291720592,766.0576618,941.5462115,67.59977984,75.3512029,70.54414108,17.96892403,25.57428571,44.58333333,2.653121521,-15.1539685,0.818469909,1.04E-06
https://doi.org/10.1016/j.susmat.2023.e00633,9.965341696,-2.665989718,0.815552617,661.0483278,1374.905822,0.186,47.42839478,0.597235731,66.03272756,30.68208273,1.766505692,490.9239795,461.3975543,79.95664937,100.8168942,321,8.56,25.57428571,44.58333333,8.5,20.66,0.818469909,1.04E-06
,7.144279442,10.40625111,-0.125884108,661.0483278,1374.905822,0.526,43.27545169,0.311724408,63.0622095,25.74572873,1.502184879,598.22108,469.3008133,97,66.59834774,375,12.74,25.57428571,44.58333333,3.96,6.49,0.818469909,1.04E-06
,20.48087271,-1.862758787,0.825288892,661.0483278,1374.905822,0.256,47.42839478,1.282707222,74.74195246,37.16886879,1.766505692,522.3138577,492.2270941,64.3388739,92.46457189,708.2116931,19.7,25.57428571,44.58333333,10.1,17.94,0.818469909,1.04E-06
,21.34131592,0.824373506,0.825288892,661.0483278,1374.905822,0.29,47.99475602,1.213985719,74.74195246,37.16886879,3.212523225,760.3283408,1158.119098,66.869809,89.36672406,570.8181754,34.9,25.57428571,44.58333333,9.61,39.77,0.818469909,1.04E-06
https://doi.org/10.1016/j.apsusc.2024.161262,1.229,11.47299052,0.600195974,661.0483278,1374.905822,0.11,-1.824468779,0.806153582,105.054921,26.17880191,2.518632671,748.5555853,1099.749729,75.43,71.97392602,424.058741,23.76526964,25.57428571,44.58333333,2.643249928,28.78065199,0.818469909,5.27E-14
